uuid	name	publisher_uuid	file_link	first_seen	pub_date	file_harvest_date
NULL	USFWS - Mourning Dove Call-Count Survey - 2001-2013 - Version 1.0	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usfws-migratory-birds-dccs	2018-03-09 11:12:50.268315	2016-08-31 23:15:54	NULL
NULL	Murray State University - Lonicera japonica - 2008 - Version 3.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/archive.do?r=murray_state_university_-_lonicera_japonica_-_2008	2018-03-09 11:12:50.268315	2018-06-12 21:15:17	NULL
NULL	USGS PWRC - Bird Phenology Program - US - Version 1.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs_pwrc_bird_phenology_program_us_birds	2018-03-09 11:12:50.268315	2017-12-11 17:32:50	NULL
NULL	BLM - Assessment, Inventory, and Monitoring (AIM) - Version 1.2	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=blm-aim	2018-03-09 11:12:50.268315	2016-09-07 16:35:36	NULL
NULL	Xerces Society - Bumble Bee Watch - Version 1.7	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=xerces-bumblebeewatch	2018-03-09 11:12:50.268315	2017-12-11 17:19:52	NULL
NULL	USGS PWRC - Vertebrate Type Localities - Version 1.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs-pwrc-vertebrate-type-localities	2018-03-09 11:12:50.268315	2016-09-01 16:37:06	NULL
NULL	USGS NWHC - Laboratory Information Management System - US - Avian Pox and Poxviruses - Version 1.0	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs-nwhc-us-limsavianpox	2018-03-09 11:12:50.268315	2016-09-01 00:04:55	NULL
NULL	USGS NAWQA - BioData - USA - Version 7.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=biodatabison	2018-03-09 11:12:50.268315	2016-08-31 23:52:59	NULL
NULL	Iowa Herbarium - Version 1.2	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=iowa-herbarium	2018-03-09 11:12:50.268315	2017-04-24 17:10:03	NULL
NULL	USGS PWRC - Colonial Waterbirds - US - Version 1.0	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs_pwrc_us_colonial_waterbirds	2018-03-09 11:12:50.268315	2016-08-31 23:55:18	NULL
NULL	VegBank - Vegetation Plot Database - Version 1.0	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=vegbank	2018-03-09 11:12:50.268315	2016-08-31 23:26:36	NULL
NULL	USGS PWRC - Bird Banding Lab - US State Centroid - Version 1.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs-pwrc-bbl-us-state	2018-03-09 11:12:50.268315	2016-09-01 16:40:05	NULL
NULL	USGS BISON Team - Species Recognizable in Images and Video - Version 1.0	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=usgs-bisonteam-imagesandvideos	2018-03-09 11:12:50.268315	2014-11-24 19:05:30	NULL
NULL	BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada - Version 1.1	5ee0c6b1-b9f6-4f62-8029-f970eae13200	https://bison.usgs.gov/ipt/resource?r=bugguide	2018-03-09 11:12:50.268315	2017-04-17 19:35:06	NULL
NULL	Living Cirripedia - Version 1.0	47dc2b5f-2c3f-485c-a9dd-e1ba77d88551	http://ipt.gbif.fr/archive.do?r=confluences_cirripedes	2018-03-19 12:51:46.66927	2018-03-19 17:26:31	NULL
NULL	BLM-RD DwC-Archive	b8a7e87d-df2a-44f3-bd62-545d8443bad8	http://nansh.org/portal/content/dwca/BLM-RD_DwC-A.zip	2018-03-19 20:26:55.683033	2018-08-19 11:12:11	NULL
NULL	NOCA Vascular Plants DwC-Archive	376fa211-e1b1-436c-937e-316a9d6bbd85	http://www.pnwherbaria.org/data/getdataset.php?File=NOCA_Vascular_DwCA.zip	2018-03-20 10:27:40.516818	2018-06-22 15:15:16	NULL
NULL	BOON DwC-Archive	42f2a0a4-5981-4874-88d5-9efb1e8d52c9	http://sernecportal.org/portal/content/dwca/BOON_DwC-A.zip	2018-03-22 14:40:13.347511	2018-07-23 08:29:45	NULL
NULL	FBIP:IZIKO-UCT:Historical Invertebrates (1930-1980) - Version 1.0	eb8a7152-fa35-44ff-add9-342cad7cbb4c	http://ipt.sanbi.org.za/iptsanbi/archive.do?r=iziko_historical_invertebrates	2018-03-29 04:29:08.852399	2018-06-30 17:34:34	NULL
NULL	Florida Museum Environmental Archaeology Baptizing Springs Zooarchaeological Data - Version 1.1	842a2bb5-d705-4d6c-8401-abf3ca28c05d	http://ipt.vertnet.org:8080/ipt/archive.do?r=baptizing_springs	2018-04-06 21:12:35.558106	2018-06-30 11:12:22	NULL
NULL	A new western Canadian record of Epeoloides pilosulus (Cresson) - Version 1.0	36b3c4ad-dc51-4946-8f6d-4ac88b76657a	http://data.canadensys.net/ipt/archive.do?r=specimen-epeoloides	2018-04-10 16:31:28.792469	2018-04-10 21:17:15	NULL
NULL	CMNH Birds Collection - Version 1.2	842a2bb5-d705-4d6c-8401-abf3ca28c05d	http://ipt.vertnet.org:8080/ipt/archive.do?r=cmnh-birds	2018-04-11 14:04:34.93477	2018-04-11 18:45:33	NULL
NULL	DBG Mirabilis rotundifolia Demographic Monitoring - Version 1.1	842a2bb5-d705-4d6c-8401-abf3ca28c05d	http://ipt.vertnet.org:8080/ipt/archive.do?r=dbg_mirabilis-rotundifolia_demogarphicmonitoring	2018-04-20 16:48:48.255318	2018-04-20 20:57:40	NULL
NULL	Nymphalidae Ithomiinae - Version 1.0	47dc2b5f-2c3f-485c-a9dd-e1ba77d88551	http://ipt.gbif.fr/archive.do?r=confluences_ithomiidae	2018-04-26 10:15:36.923754	2018-05-02 16:06:46	NULL
NULL	Fv. 555 Kolltveit - Austefjorden - Version 1.2	fe1636ab-bdc4-4b23-a104-294e9e7c3bfa	https://data.gbif.no/ipt/archive.do?r=asplan-kolltveit	2018-04-30 21:10:28.899505	2018-07-09 07:44:42	NULL
NULL	Kystfuruskoger i Tysnes og Fusa - Version 1.0	fe1636ab-bdc4-4b23-a104-294e9e7c3bfa	https://data.gbif.no/ipt/archive.do?r=asplan_furuskog	2018-05-02 02:48:37.372143	2018-07-09 07:33:21	NULL
NULL	Boreonemoral regnskog i Sveio - Version 1.0	fe1636ab-bdc4-4b23-a104-294e9e7c3bfa	https://data.gbif.no/ipt/archive.do?r=asplan_regnskog	2018-05-02 02:48:37.372143	2018-07-09 07:34:13	NULL
NULL	Boreonemoral regnskog på østsiden av Lygrespollen - Version 1.0	fe1636ab-bdc4-4b23-a104-294e9e7c3bfa	https://data.gbif.no/ipt/archive.do?r=asplan_lygrespollen	2018-05-02 02:48:37.372143	2018-07-09 07:37:26	NULL
NULL	Download request report for MorphoSource media for recordset c1fa848f-ec37-4cdb-930b-c38de2ae63e6	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/c1fa848f-ec37-4cdb-930b-c38de2ae63e6/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:52	NULL
NULL	Download report for MorphoSource media for recordset 3872f27e-cf4e-40bd-b91b-ba7b723a86e5	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/3872f27e-cf4e-40bd-b91b-ba7b723a86e5/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:34	NULL
NULL	Download report for MorphoSource media for recordset 63dee426-7b24-4217-a5fc-76428f3aa74f	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/63dee426-7b24-4217-a5fc-76428f3aa74f/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:17	NULL
NULL	MorphoSource media, Audubon Core format for recordset a7020dbf-35fc-46e8-a441-c0a6b957193c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/a7020dbf-35fc-46e8-a441-c0a6b957193c/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:51	NULL
NULL	MorphoSource media, Audubon Core format for recordset 45544aa4-8762-4bf0-bfc6-890d08dc6ead	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/f5d3fd0c-f0cd-461b-86e8-89d159364dc1/45544aa4-8762-4bf0-bfc6-890d08dc6ead/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:38	NULL
NULL	MorphoSource media, Audubon Core format for recordset 2ee6534e-46ab-4233-98c4-d13c4262ce2e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2ee6534e-46ab-4233-98c4-d13c4262ce2e/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:53	NULL
NULL	MorphoSource media, Audubon Core format for recordset fcbcb214-cd62-4453-af56-b4b49161a261	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/fcbcb214-cd62-4453-af56-b4b49161a261/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:18	NULL
NULL	Download request report for MorphoSource media for recordset f9a33279-d6ba-41c7-a511-ef6adfcb6e20	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/f9a33279-d6ba-41c7-a511-ef6adfcb6e20/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:03:44	NULL
NULL	MorphoSource media, Audubon Core format for recordset b3976394-a174-4ceb-8d64-3a435d66bde6	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3976394-a174-4ceb-8d64-3a435d66bde6/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:19	NULL
NULL	Download report for MorphoSource media for recordset 271a9ce9-c6d3-4b63-a722-cb0adc48863f	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d347ee15-f16e-4650-930c-4e54d9ce549e/271a9ce9-c6d3-4b63-a722-cb0adc48863f/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:22:53	NULL
NULL	MorphoSource media, Audubon Core format for recordset c38b867b-05f3-4733-802e-d8d2d3324f84	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/c38b867b-05f3-4733-802e-d8d2d3324f84/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:31	NULL
NULL	Download report for MorphoSource media for recordset c38b867b-05f3-4733-802e-d8d2d3324f84	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/c38b867b-05f3-4733-802e-d8d2d3324f84/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:50	NULL
NULL	MorphoSource media, Audubon Core format for recordset 271a9ce9-c6d3-4b63-a722-cb0adc48863f	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d347ee15-f16e-4650-930c-4e54d9ce549e/271a9ce9-c6d3-4b63-a722-cb0adc48863f/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:15:43	NULL
NULL	Download request report for MorphoSource media for recordset 1bb2a80e-271f-46a8-bbfc-ba56d3e6292a	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/1bb2a80e-271f-46a8-bbfc-ba56d3e6292a/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:22	NULL
NULL	MorphoSource media, Audubon Core format for recordset 7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:22	NULL
NULL	MorphoSource media, Audubon Core format for recordset d56c787a-7da2-438b-81c5-554442f97259	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/d56c787a-7da2-438b-81c5-554442f97259/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:47	NULL
NULL	Download report for MorphoSource media for recordset 7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:26	NULL
NULL	Download report for MorphoSource media for recordset 9e046dad-2b23-4f95-8eaf-c0346de2556e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/9e046dad-2b23-4f95-8eaf-c0346de2556e/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:47	NULL
NULL	Download request report for MorphoSource media for recordset 6d9d4f55-4cb4-4c8f-acc7-b465eb5f703c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/6d9d4f55-4cb4-4c8f-acc7-b465eb5f703c/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:27	NULL
NULL	MorphoSource media, Audubon Core format for recordset 79dfdec6-3e24-489c-a7ce-85dcc52bc3f9	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/79dfdec6-3e24-489c-a7ce-85dcc52bc3f9/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:29	NULL
NULL	Download report for MorphoSource media for recordset 79dfdec6-3e24-489c-a7ce-85dcc52bc3f9	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/79dfdec6-3e24-489c-a7ce-85dcc52bc3f9/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:52	NULL
NULL	MorphoSource media, Audubon Core format for recordset beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:01	NULL
NULL	Download report for MorphoSource media for recordset beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:09	NULL
NULL	Download report for MorphoSource media for recordset 51b958bb-9d5f-48d7-9a97-e372c0c747c3	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/51b958bb-9d5f-48d7-9a97-e372c0c747c3/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:10:57	NULL
NULL	Download request report for MorphoSource media for recordset 79dfdec6-3e24-489c-a7ce-85dcc52bc3f9	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/79dfdec6-3e24-489c-a7ce-85dcc52bc3f9/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:52	NULL
NULL	Download request report for MorphoSource media for recordset 51b958bb-9d5f-48d7-9a97-e372c0c747c3	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/51b958bb-9d5f-48d7-9a97-e372c0c747c3/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:10:58	NULL
NULL	Download request report for MorphoSource media for recordset beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/beb74dc2-22ea-49e4-b1e3-bedb8e06e8f2/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:09	NULL
NULL	MorphoSource media, Audubon Core format for recordset 348f4784-4786-45be-8d0f-85f2b189eba8	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/348f4784-4786-45be-8d0f-85f2b189eba8/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:57	NULL
NULL	Download report for MorphoSource media for recordset 348f4784-4786-45be-8d0f-85f2b189eba8	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/348f4784-4786-45be-8d0f-85f2b189eba8/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:32:03	NULL
NULL	Download request report for MorphoSource media for recordset 9e046dad-2b23-4f95-8eaf-c0346de2556e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/9e046dad-2b23-4f95-8eaf-c0346de2556e/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:47	NULL
NULL	Download request report for MorphoSource media for recordset 348f4784-4786-45be-8d0f-85f2b189eba8	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/348f4784-4786-45be-8d0f-85f2b189eba8/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:32:03	NULL
NULL	Download request report for MorphoSource media for recordset 387ae47b-8641-4e3c-ae66-d1e20d93cf32	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/42a9a35e-bd8f-4918-ac71-6ff0b4236ab6/387ae47b-8641-4e3c-ae66-d1e20d93cf32/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:28	NULL
NULL	Download report for MorphoSource media for recordset 11d3ad3b-38de-4709-8544-ec3c26d96607	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/1daec65a-8ee1-4af8-a52f-f85af832533e/11d3ad3b-38de-4709-8544-ec3c26d96607/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:39	NULL
NULL	Download request report for MorphoSource media for recordset 11d3ad3b-38de-4709-8544-ec3c26d96607	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/1daec65a-8ee1-4af8-a52f-f85af832533e/11d3ad3b-38de-4709-8544-ec3c26d96607/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:39	NULL
NULL	Download report for MorphoSource media for recordset 6d9d4f55-4cb4-4c8f-acc7-b465eb5f703c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/6d9d4f55-4cb4-4c8f-acc7-b465eb5f703c/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:27	NULL
NULL	MorphoSource media, Audubon Core format for recordset 045aa661-f985-4203-80ff-98daafdfe377	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/045aa661-f985-4203-80ff-98daafdfe377/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:32:04	NULL
NULL	MorphoSource media, Audubon Core format for recordset 4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/24106f87-9af2-4d91-ba05-14aaecce15fc/4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:44	NULL
NULL	Download report for MorphoSource media for recordset 4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/24106f87-9af2-4d91-ba05-14aaecce15fc/4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:10	NULL
NULL	MorphoSource media, Audubon Core format for recordset 598cda6a-75a8-4ba3-b169-3fa4a285ed86	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/598cda6a-75a8-4ba3-b169-3fa4a285ed86/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:11	NULL
NULL	Download request report for MorphoSource media for recordset b3976394-a174-4ceb-8d64-3a435d66bde6	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3976394-a174-4ceb-8d64-3a435d66bde6/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:20	NULL
NULL	MorphoSource media, Audubon Core format for recordset 5ab348ab-439a-4697-925c-d6abe0c09b92	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/552a0e1a-4152-43ae-bad6-9314b4234536/5ab348ab-439a-4697-925c-d6abe0c09b92/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:14:01	NULL
NULL	MorphoSource media, Audubon Core format for recordset c4bb08d4-c310-4879-abee-1b3986e8e0ca	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/c4bb08d4-c310-4879-abee-1b3986e8e0ca/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:16	NULL
NULL	Download request report for MorphoSource media for recordset 045aa661-f985-4203-80ff-98daafdfe377	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/045aa661-f985-4203-80ff-98daafdfe377/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:32:10	NULL
NULL	Download request report for MorphoSource media for recordset 5f2b5c3a-1b93-4db4-b6b4-7468f03abee1	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/e372a31d-2760-42b1-9b76-39f1a6a04206/5f2b5c3a-1b93-4db4-b6b4-7468f03abee1/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:22:58	NULL
NULL	Download report for MorphoSource media for recordset 5ab348ab-439a-4697-925c-d6abe0c09b92	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/552a0e1a-4152-43ae-bad6-9314b4234536/5ab348ab-439a-4697-925c-d6abe0c09b92/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:15:21	NULL
NULL	Download request report for MorphoSource media for recordset c9bff84f-8de4-43e6-b195-f515f187a68a	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/e3767b6a-ac91-49b9-9e69-bd2fa10caf42/c9bff84f-8de4-43e6-b195-f515f187a68a/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:15:22	NULL
NULL	Download report for MorphoSource media for recordset 5f2b5c3a-1b93-4db4-b6b4-7468f03abee1	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/e372a31d-2760-42b1-9b76-39f1a6a04206/5f2b5c3a-1b93-4db4-b6b4-7468f03abee1/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:22:58	NULL
NULL	Download report for MorphoSource media for recordset cb790bee-26da-40ed-94e0-d179618f9bd4	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/cb790bee-26da-40ed-94e0-d179618f9bd4/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:39	NULL
NULL	Download request report for MorphoSource media for recordset cb790bee-26da-40ed-94e0-d179618f9bd4	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/cb790bee-26da-40ed-94e0-d179618f9bd4/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:41	NULL
NULL	Download request report for MorphoSource media for recordset 5ab348ab-439a-4697-925c-d6abe0c09b92	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/552a0e1a-4152-43ae-bad6-9314b4234536/5ab348ab-439a-4697-925c-d6abe0c09b92/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:15:21	NULL
NULL	Download report for MorphoSource media for recordset c9bff84f-8de4-43e6-b195-f515f187a68a	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/e3767b6a-ac91-49b9-9e69-bd2fa10caf42/c9bff84f-8de4-43e6-b195-f515f187a68a/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:15:22	NULL
NULL	Download request report for MorphoSource media for recordset 137ed4cd-5172-45a5-acdb-8e1de9a64e32	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/137ed4cd-5172-45a5-acdb-8e1de9a64e32/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:21	NULL
NULL	Download report for MorphoSource media for recordset 0220907a-0463-4ae0-8a0b-77f5e80fff40	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/0220907a-0463-4ae0-8a0b-77f5e80fff40/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:25	NULL
NULL	MorphoSource media, Audubon Core format for recordset e7bc6545-f14f-4fc4-9902-1aa38040f184	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/e7bc6545-f14f-4fc4-9902-1aa38040f184/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:42	NULL
NULL	MorphoSource media, Audubon Core format for recordset 9e046dad-2b23-4f95-8eaf-c0346de2556e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/9e046dad-2b23-4f95-8eaf-c0346de2556e/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:13	NULL
