uuid	name	publisher_uuid	file_link	first_seen	pub_date	file_harvest_date
NULL	Download report for MorphoSource media for recordset b4bcc255-4acf-4966-b9b3-af9dd4e458d1	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/b4bcc255-4acf-4966-b9b3-af9dd4e458d1/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:50	NULL
NULL	Download request report for MorphoSource media for recordset b4bcc255-4acf-4966-b9b3-af9dd4e458d1	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/b4bcc255-4acf-4966-b9b3-af9dd4e458d1/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:50	NULL
NULL	MorphoSource media, Audubon Core format for recordset 0220907a-0463-4ae0-8a0b-77f5e80fff40	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/0220907a-0463-4ae0-8a0b-77f5e80fff40/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:22	NULL
NULL	Download report for MorphoSource media for recordset 6e6bec70-a148-49c8-9f97-e64e2dfae5b7	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/6e6bec70-a148-49c8-9f97-e64e2dfae5b7/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:00:03	NULL
NULL	Download report for MorphoSource media for recordset e7bc6545-f14f-4fc4-9902-1aa38040f184	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/e7bc6545-f14f-4fc4-9902-1aa38040f184/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:43	NULL
NULL	MorphoSource media, Audubon Core format for recordset 6e6bec70-a148-49c8-9f97-e64e2dfae5b7	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/6e6bec70-a148-49c8-9f97-e64e2dfae5b7/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:57	NULL
NULL	Download request report for MorphoSource media for recordset 6e6bec70-a148-49c8-9f97-e64e2dfae5b7	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/6e6bec70-a148-49c8-9f97-e64e2dfae5b7/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:00:03	NULL
NULL	Download report for MorphoSource media for recordset a7020dbf-35fc-46e8-a441-c0a6b957193c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/a7020dbf-35fc-46e8-a441-c0a6b957193c/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:24:01	NULL
NULL	MorphoSource media, Audubon Core format for recordset 6c6f34ed-58a4-4ba2-b9c7-34524f79a349	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/32069b11-a9d2-42e2-aa9c-b16350444909/6c6f34ed-58a4-4ba2-b9c7-34524f79a349/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:31:00	NULL
NULL	Download request report for MorphoSource media for recordset 6c6f34ed-58a4-4ba2-b9c7-34524f79a349	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/32069b11-a9d2-42e2-aa9c-b16350444909/6c6f34ed-58a4-4ba2-b9c7-34524f79a349/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:36:40	NULL
NULL	Download request report for MorphoSource media for recordset a7020dbf-35fc-46e8-a441-c0a6b957193c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/a7020dbf-35fc-46e8-a441-c0a6b957193c/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:24:01	NULL
NULL	MorphoSource media, Audubon Core format for recordset 3c9420c9-c4a8-47dc-88b7-b5638ca5e716	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/3c9420c9-c4a8-47dc-88b7-b5638ca5e716/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:19	NULL
NULL	Download request report for MorphoSource media for recordset 5aef068f-efd3-4851-a623-f542e97350cd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/5aef068f-efd3-4851-a623-f542e97350cd/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:16	NULL
NULL	Download report for MorphoSource media for recordset 2d94a3ac-f505-49ec-98e7-3b7dc48344dd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2d94a3ac-f505-49ec-98e7-3b7dc48344dd/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:32	NULL
NULL	Download request report for MorphoSource media for recordset 2d94a3ac-f505-49ec-98e7-3b7dc48344dd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2d94a3ac-f505-49ec-98e7-3b7dc48344dd/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:32	NULL
NULL	MorphoSource media, Audubon Core format for recordset 2d853a6d-50ec-4931-8e91-48fc2491fdee	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2d853a6d-50ec-4931-8e91-48fc2491fdee/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:32	NULL
NULL	Download report for MorphoSource media for recordset 02153e3c-902f-4d8d-8c7a-11c38b99ec0c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/02153e3c-902f-4d8d-8c7a-11c38b99ec0c/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:14	NULL
NULL	MorphoSource media, Audubon Core format for recordset 02153e3c-902f-4d8d-8c7a-11c38b99ec0c	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/02153e3c-902f-4d8d-8c7a-11c38b99ec0c/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:14	NULL
NULL	Download request report for MorphoSource media for recordset b3d38693-5f9b-484d-aca3-6cefcc5b08e0	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3d38693-5f9b-484d-aca3-6cefcc5b08e0/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:17	NULL
NULL	MorphoSource media, Audubon Core format for recordset b4bcc255-4acf-4966-b9b3-af9dd4e458d1	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/50ac82da-811d-4440-b1a7-d3a35a8c5f89/b4bcc255-4acf-4966-b9b3-af9dd4e458d1/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:23:47	NULL
NULL	MorphoSource media, Audubon Core format for recordset 4fecde59-9f59-44eb-ab6f-4a50b4ed85cf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/4fecde59-9f59-44eb-ab6f-4a50b4ed85cf/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:35	NULL
NULL	Download report for MorphoSource media for recordset 2ee6534e-46ab-4233-98c4-d13c4262ce2e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2ee6534e-46ab-4233-98c4-d13c4262ce2e/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:19	NULL
NULL	MorphoSource media, Audubon Core format for recordset 1bb2a80e-271f-46a8-bbfc-ba56d3e6292a	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/1bb2a80e-271f-46a8-bbfc-ba56d3e6292a/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:20	NULL
NULL	Download request report for MorphoSource media for recordset d56c787a-7da2-438b-81c5-554442f97259	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/d56c787a-7da2-438b-81c5-554442f97259/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:56	NULL
NULL	Download request report for MorphoSource media for recordset 4fecde59-9f59-44eb-ab6f-4a50b4ed85cf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/4fecde59-9f59-44eb-ab6f-4a50b4ed85cf/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:44	NULL
NULL	Download report for MorphoSource media for recordset c4bb08d4-c310-4879-abee-1b3986e8e0ca	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/c4bb08d4-c310-4879-abee-1b3986e8e0ca/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:42	NULL
NULL	MorphoSource media, Audubon Core format for recordset b3d38693-5f9b-484d-aca3-6cefcc5b08e0	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3d38693-5f9b-484d-aca3-6cefcc5b08e0/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:50	NULL
NULL	Download request report for MorphoSource media for recordset 4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/24106f87-9af2-4d91-ba05-14aaecce15fc/4a1f1862-cb5f-42c5-b3c8-bfc51b1fd140/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:10	NULL
NULL	Download report for MorphoSource media for recordset b3976394-a174-4ceb-8d64-3a435d66bde6	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3976394-a174-4ceb-8d64-3a435d66bde6/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:20	NULL
NULL	MorphoSource media, Audubon Core format for recordset 63dee426-7b24-4217-a5fc-76428f3aa74f	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/63dee426-7b24-4217-a5fc-76428f3aa74f/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:17	NULL
NULL	Download request report for MorphoSource media for recordset 63dee426-7b24-4217-a5fc-76428f3aa74f	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/63dee426-7b24-4217-a5fc-76428f3aa74f/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:18	NULL
NULL	Download report for MorphoSource media for recordset fcbcb214-cd62-4453-af56-b4b49161a261	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/fcbcb214-cd62-4453-af56-b4b49161a261/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:37	NULL
NULL	Download request report for MorphoSource media for recordset fcbcb214-cd62-4453-af56-b4b49161a261	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/fcbcb214-cd62-4453-af56-b4b49161a261/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:37	NULL
NULL	Download report for MorphoSource media for recordset 387ae47b-8641-4e3c-ae66-d1e20d93cf32	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/42a9a35e-bd8f-4918-ac71-6ff0b4236ab6/387ae47b-8641-4e3c-ae66-d1e20d93cf32/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:28	NULL
NULL	Download request report for MorphoSource media for recordset c38b867b-05f3-4733-802e-d8d2d3324f84	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/c38b867b-05f3-4733-802e-d8d2d3324f84/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:50	NULL
NULL	Download report for MorphoSource media for recordset 45544aa4-8762-4bf0-bfc6-890d08dc6ead	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/f5d3fd0c-f0cd-461b-86e8-89d159364dc1/45544aa4-8762-4bf0-bfc6-890d08dc6ead/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:03:01	NULL
NULL	MorphoSource media, Audubon Core format for recordset cb790bee-26da-40ed-94e0-d179618f9bd4	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/cb790bee-26da-40ed-94e0-d179618f9bd4/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:35:23	NULL
NULL	Download request report for MorphoSource media for recordset bd7cfd55-bf55-46fc-878d-e6e11f574ccd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/bd7cfd55-bf55-46fc-878d-e6e11f574ccd/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:29	NULL
NULL	Download report for MorphoSource media for recordset f9a33279-d6ba-41c7-a511-ef6adfcb6e20	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/f9a33279-d6ba-41c7-a511-ef6adfcb6e20/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:03:43	NULL
NULL	MorphoSource media, Audubon Core format for recordset f9a33279-d6ba-41c7-a511-ef6adfcb6e20	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/f9a33279-d6ba-41c7-a511-ef6adfcb6e20/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:03:10	NULL
NULL	Download report for MorphoSource media for recordset bd7cfd55-bf55-46fc-878d-e6e11f574ccd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/bd7cfd55-bf55-46fc-878d-e6e11f574ccd/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:26	NULL
NULL	MorphoSource media, Audubon Core format for recordset 137ed4cd-5172-45a5-acdb-8e1de9a64e32	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/137ed4cd-5172-45a5-acdb-8e1de9a64e32/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:20	NULL
NULL	MorphoSource media, Audubon Core format for recordset 5aef068f-efd3-4851-a623-f542e97350cd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/5aef068f-efd3-4851-a623-f542e97350cd/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:14	NULL
NULL	MorphoSource media, Audubon Core format for recordset d598446c-2b25-4d5d-a983-99be53001203	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/d598446c-2b25-4d5d-a983-99be53001203/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:43	NULL
NULL	Download report for MorphoSource media for recordset 137ed4cd-5172-45a5-acdb-8e1de9a64e32	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/137ed4cd-5172-45a5-acdb-8e1de9a64e32/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:21	NULL
NULL	Download report for MorphoSource media for recordset 1bb2a80e-271f-46a8-bbfc-ba56d3e6292a	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/1bb2a80e-271f-46a8-bbfc-ba56d3e6292a/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:21	NULL
NULL	MorphoSource media, Audubon Core format for recordset 48e1b8c1-91aa-4b87-8ca0-de1f81232eaf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/48e1b8c1-91aa-4b87-8ca0-de1f81232eaf/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:03:47	NULL
NULL	Download report for MorphoSource media for recordset 48e1b8c1-91aa-4b87-8ca0-de1f81232eaf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/48e1b8c1-91aa-4b87-8ca0-de1f81232eaf/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:04:50	NULL
NULL	Download request report for MorphoSource media for recordset 48e1b8c1-91aa-4b87-8ca0-de1f81232eaf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/48e1b8c1-91aa-4b87-8ca0-de1f81232eaf/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:04:51	NULL
NULL	MorphoSource media, Audubon Core format for recordset bd7cfd55-bf55-46fc-878d-e6e11f574ccd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/350857a8-4940-4d02-ad42-49557f8006f1/bd7cfd55-bf55-46fc-878d-e6e11f574ccd/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:05:00	NULL
NULL	MorphoSource media, Audubon Core format for recordset 51b958bb-9d5f-48d7-9a97-e372c0c747c3	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/a383e7e0-9fcf-4ffb-9bbf-a42b0d665a7f/51b958bb-9d5f-48d7-9a97-e372c0c747c3/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:08:57	NULL
NULL	Download report for MorphoSource media for recordset b3d38693-5f9b-484d-aca3-6cefcc5b08e0	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/b3d38693-5f9b-484d-aca3-6cefcc5b08e0/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:02:17	NULL
NULL	Download request report for MorphoSource media for recordset 81d00e23-92aa-45d7-b289-5cf045ddfbf4	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/28ad3bdd-c0be-4789-aef6-dd50be864463/81d00e23-92aa-45d7-b289-5cf045ddfbf4/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:14	NULL
NULL	Download report for MorphoSource media for recordset 81d00e23-92aa-45d7-b289-5cf045ddfbf4	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/28ad3bdd-c0be-4789-aef6-dd50be864463/81d00e23-92aa-45d7-b289-5cf045ddfbf4/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:13	NULL
NULL	Download request report for MorphoSource media for recordset 0220907a-0463-4ae0-8a0b-77f5e80fff40	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/0bdd6e08-91e3-4ef0-a14f-7a987f9e9362/0220907a-0463-4ae0-8a0b-77f5e80fff40/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:29:25	NULL
NULL	Download report for MorphoSource media for recordset 4fecde59-9f59-44eb-ab6f-4a50b4ed85cf	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/4fecde59-9f59-44eb-ab6f-4a50b4ed85cf/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:44	NULL
NULL	Download report for MorphoSource media for recordset 6c6f34ed-58a4-4ba2-b9c7-34524f79a349	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/32069b11-a9d2-42e2-aa9c-b16350444909/6c6f34ed-58a4-4ba2-b9c7-34524f79a349/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:36:39	NULL
NULL	Download request report for MorphoSource media for recordset 3872f27e-cf4e-40bd-b91b-ba7b723a86e5	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/3872f27e-cf4e-40bd-b91b-ba7b723a86e5/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:34	NULL
NULL	MorphoSource media, Audubon Core format for recordset 11d3ad3b-38de-4709-8544-ec3c26d96607	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/1daec65a-8ee1-4af8-a52f-f85af832533e/11d3ad3b-38de-4709-8544-ec3c26d96607/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:11:31	NULL
NULL	Download request report for MorphoSource media for recordset cab6d230-499b-4a21-9cc2-2750e14e92f8	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/cab6d230-499b-4a21-9cc2-2750e14e92f8/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:01:25	NULL
NULL	Download request report for MorphoSource media for recordset 7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:27	NULL
NULL	Download request report for MorphoSource media for recordset a6eee223-cf3b-4079-8bb2-b77dad8cae9d	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/32069b11-a9d2-42e2-aa9c-b16350444909/a6eee223-cf3b-4079-8bb2-b77dad8cae9d/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:29:52	NULL
NULL	Download report for MorphoSource media for recordset 5aef068f-efd3-4851-a623-f542e97350cd	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/5aef068f-efd3-4851-a623-f542e97350cd/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:16	NULL
NULL	MorphoSource media, Audubon Core format for recordset bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/3b02104f-2350-4cac-ae7d-bd983a5a540e/bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194/datasets/ms.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:39	NULL
NULL	Download report for MorphoSource media for recordset bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/3b02104f-2350-4cac-ae7d-bd983a5a540e/bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:39	NULL
NULL	Download request report for MorphoSource media for recordset e7bc6545-f14f-4fc4-9902-1aa38040f184	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/e7bc6545-f14f-4fc4-9902-1aa38040f184/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:59:43	NULL
NULL	Download request report for MorphoSource media for recordset 2ee6534e-46ab-4233-98c4-d13c4262ce2e	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/842a2bb5-d705-4d6c-8401-abf3ca28c05d/2ee6534e-46ab-4233-98c4-d13c4262ce2e/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:31:19	NULL
NULL	Download request report for MorphoSource media for recordset 3c9420c9-c4a8-47dc-88b7-b5638ca5e716	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/3c9420c9-c4a8-47dc-88b7-b5638ca5e716/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:42	NULL
NULL	Download request report for MorphoSource media for recordset bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/3b02104f-2350-4cac-ae7d-bd983a5a540e/bc13ff8e-6f31-4f3d-b47a-38e3ce8a2194/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:12:40	NULL
NULL	Download request report for MorphoSource media for recordset d598446c-2b25-4d5d-a983-99be53001203	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/520dcbb3-f35a-424c-8778-6df11afc9f95/d598446c-2b25-4d5d-a983-99be53001203/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 18:30:43	NULL
NULL	Download report for MorphoSource media for recordset 598cda6a-75a8-4ba3-b169-3fa4a285ed86	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/598cda6a-75a8-4ba3-b169-3fa4a285ed86/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:15	NULL
NULL	Download request report for MorphoSource media for recordset 598cda6a-75a8-4ba3-b169-3fa4a285ed86	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/598cda6a-75a8-4ba3-b169-3fa4a285ed86/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:15	NULL
NULL	Download request report for MorphoSource media for recordset c4bb08d4-c310-4879-abee-1b3986e8e0ca	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/d6f2c1d5-77d4-4ea5-98e8-e2e7ecc7aa93/c4bb08d4-c310-4879-abee-1b3986e8e0ca/datasets/dl_request.csv	2018-05-04 14:37:34.869262	2018-04-29 19:13:42	NULL
NULL	Download report for MorphoSource media for recordset a6eee223-cf3b-4079-8bb2-b77dad8cae9d	51290816-f682-4e38-a06c-03bf5df2442d	https://www.morphosource.org/rss/32069b11-a9d2-42e2-aa9c-b16350444909/a6eee223-cf3b-4079-8bb2-b77dad8cae9d/datasets/dl.csv	2018-05-04 14:37:34.869262	2018-04-29 19:29:52	NULL
